,ACTIONS,GRADE
42355,23,10
42357,29,10
42358,6,10
42359,5,10
42363,13,11
42365,21,11
42367,7,11
42369,37,11
42370,6,11
42374,17,12
42376,13,12
42379,11,12
42389,7,9
42391,29,9
42393,101,9
42394,21,9
42399,13,9
42401,6,10
42402,5,10
42403,27,10
42405,30,10
42406,9,10
42408,8,10
42412,10,11
42413,17,11
42421,19,12
42426,9,7
42428,27,7
42430,10,7
42432,17,7
42435,7,7
42436,13,8
42437,44,8
42438,8,8
42439,14,8
42441,38,8
42446,6,7
42447,11,7
42448,76,7
42449,13,7
42454,33,8
42456,57,8
42457,21,8
42459,7,8
42462,8,7
42463,11,7
42464,37,7
42465,39,7
42466,18,7
42468,12,7
42472,5,8
42473,10,8
42475,47,8
42476,9,8
42477,5,8
42478,6,8
42479,6,8
42481,5,6
42482,31,6
42485,5,7
42487,26,7
42492,9,8
42493,5,8
42495,6,7
42496,23,7
42497,5,7
42498,33,7
42499,12,7
42501,5,7
42502,6,7
42505,8,8
42506,12,8
42507,22,8
42508,8,8
42509,35,8
42510,12,8
42512,5,8
42514,10,7
42516,5,7
42518,24,7
42523,6,8
42525,11,8
42526,9,8
42527,22,7
42528,23,7
42529,10,7
42533,18,8
42534,46,8
42535,10,8
42539,6,7
42542,16,7
42544,30,7
42545,12,7
42548,10,8
42550,14,8
42552,51,8
42553,20,8
42556,6,7
42559,6,7
42560,22,7
42561,6,7
42565,11,8
42566,9,8
42567,10,8
42568,8,8
42577,9,7
42579,35,7
42580,5,7
42588,8,8
42590,27,8
42591,11,8
42594,10,8
42609,6,4
42615,5,0
42678,5,0
42680,6,2
42690,5,1
42699,8,5
42700,6,5
42704,5,6
42706,5,6
42708,11,6
42712,5,5
42713,14,5
42714,9,5
42718,23,6
42719,8,6
42720,22,6
42721,14,6
42740,6,6
42745,11,5
42750,26,6
42751,9,6
42758,5,5
42760,9,6
42761,27,6
42762,9,6
42766,9,5
42767,22,5
42773,6,6
42774,17,6
42775,36,6
42776,9,6
42781,10,5
42783,24,5
42784,13,5
42788,18,6
42789,51,6
42790,10,6
42793,6,5
42796,5,5
42797,16,5
42802,6,6
42803,5,6
42804,7,6
42806,38,6
42807,13,6
42811,5,5
42812,7,5
42815,5,6
42816,9,6
42818,16,6
42825,50,9
42826,6,9
42827,98,9
42828,16,9
42829,17,9
42831,86,9
42832,10,9
42833,6,9
42834,9,9
42836,33,9
42838,63,10
42840,56,10
42841,29,10
42842,30,10
42844,33,10
42845,5,10
42846,6,10
42850,8,10
42853,26,11
42854,33,11
42855,9,11
42856,20,11
42857,22,11
42860,8,11
42861,5,11
42862,9,12
42863,43,12
42864,6,12
42865,7,12
42866,17,12
42869,5,12
42872,9,9
42875,170,9
42876,19,9
42877,274,9
42878,71,9
42879,83,9
42881,164,9
42882,22,9
42883,7,9
42885,12,9
42887,18,9
42888,11,9
42890,39,10
42892,61,10
42893,34,10
42894,14,10
42896,28,10
42901,31,11
42903,45,11
42904,14,11
42905,11,11
42907,18,11
42908,13,11
42911,5,11
42914,20,12
42916,27,12
42918,10,12
42920,7,9
42921,179,9
42922,18,9
42923,183,9
42924,44,9
42925,25,9
42927,45,9
42928,6,9
42933,11,10
42935,117,10
42936,11,10
42937,162,10
42938,33,10
42939,9,10
42940,54,10
42941,7,10
42943,64,11
42944,12,11
42945,108,11
42946,34,11
42947,8,11
42948,41,11
42954,12,12
42955,8,12
42956,42,12
42957,12,12
42959,12,12
42964,5,9
42975,53,6
42977,39,6
42978,8,6
42979,5,6
42980,20,6
42988,40,7
42990,37,7
42991,14,7
42992,17,7
42994,35,7
42996,31,8
42997,9,8
42998,54,8
42999,18,8
43000,9,8
43001,19,8
43002,7,8
43006,12,6
43008,30,6
43009,20,6
43010,14,6
43011,7,6
43016,5,6
43018,10,7
43020,17,7
43022,6,7
43023,7,7
43024,5,7
43025,10,7
43026,5,8
43028,15,8
43029,6,8
43030,5,8
43032,10,8
43033,9,8
43038,10,6
43039,8,6
43040,16,6
43041,6,6
43042,10,6
43047,5,7
43048,5,7
43049,8,7
43051,9,7
43052,11,7
43057,17,8
43058,7,8
43059,22,8
43060,6,8
43061,6,8
43069,16,6
43071,73,6
43072,7,6
43073,180,6
43074,12,6
43075,9,6
43076,27,6
43078,8,6
43083,111,7
43084,13,7
43085,119,7
43086,33,7
43088,26,7
43091,122,8
43092,15,8
43093,125,8
43094,50,8
43095,25,8
43097,21,8
43099,5,8
43103,18,6
43104,65,6
43106,6,6
43108,5,6
43115,36,7
43117,57,7
43118,22,7
43119,13,7
43120,15,7
43124,24,8
43126,27,8
43127,8,8
43129,12,8
43132,17,6
43133,13,6
43134,17,6
43137,14,6
43139,5,6
43141,14,6
43144,17,7
43145,21,7
43146,19,7
43147,10,7
43149,8,7
43156,15,8
43158,14,8
43159,5,8
43160,15,8
43161,15,8
43166,29,6
43167,20,6
43169,5,6
43172,5,6
43176,22,7
43178,21,7
43179,10,7
43180,9,7
43181,5,7
43183,19,8
43184,12,8
43185,8,8
43186,19,8
43187,18,8
43192,10,1
43196,13,2
43198,12,3
43199,20,3
43205,8,5
43225,6,5
43230,5,1
43236,9,5
43249,5,1
43250,6,1
43253,20,3
43264,9,0
43285,6,5
43296,9,3
43304,6,5
43317,5,3
43323,9,1
43326,7,2
43328,5,2
43330,11,3
43335,6,4
43338,8,5
43339,16,5
43342,5,0
43343,5,0
43347,18,2
43354,31,3
43355,5,3
43360,9,4
43367,6,0
43368,11,3
43369,30,3
43370,5,3
43372,5,3
43374,21,4
43375,39,4
43379,9,5
43381,25,5
43384,10,5
43388,9,1
43391,7,2
43396,7,5
43397,6,5
43401,8,0
43411,5,5
43414,10,1
43424,5,5
43457,5,3
43458,5,3
43459,6,4
43472,13,2
43473,10,2
43478,7,4
43480,17,5
43481,8,5
43485,17,1
43487,8,1
43488,7,2
43489,7,2
43491,9,3
43495,9,5
43497,5,0
43498,7,0
43501,9,1
43503,14,1
43506,18,2
43507,12,2
43510,12,3
43514,28,4
43518,5,5
43519,15,5
43521,5,5
43530,5,2
43544,14,2
43547,7,0
43549,8,9
43570,5,12
43572,7,9
43573,6,9
43574,9,9
43576,54,9
43577,13,9
43579,8,10
43581,15,10
43583,22,10
43585,76,10
43592,20,11
43598,5,12
43603,5,9
43604,28,9
43606,112,9
43607,23,9
43611,22,10
43612,56,10
43613,12,10
43618,6,11
43619,41,11
43626,17,12
43627,5,12
43632,10,9
43635,9,9
43644,7,10
43650,8,11
43657,8,12
43667,8,9
43670,6,10
43679,23,6
43680,47,6
43681,6,6
43682,65,7
43683,9,7
43684,81,7
43685,8,7
43687,27,8
43689,48,8
43690,5,8
43694,6,6
43698,14,6
43703,6,7
43706,6,7
43707,23,7
43709,14,7
43714,10,8
43715,8,8
43716,6,8
43722,29,6
43723,28,6
43726,7,6
43727,5,7
43729,8,7
43730,7,7
43732,40,7
43733,13,7
43739,40,8
43741,126,8
43742,5,8
43756,6,7
43768,19,6
43769,7,6
43771,12,7
43776,5,8
43777,9,8
43779,7,8
43780,8,8
43785,16,6
43788,26,7
43789,9,7
43793,11,8
43794,39,8
43813,8,2
43819,6,4
43821,5,5
43841,5,0
43849,11,2
43857,5,1
43863,5,4
43868,8,0
43870,6,1
43872,5,1
43873,5,1
43875,6,2
43887,6,5
43888,6,5
43892,6,0
43904,5,1
43905,10,1
43909,5,3
43933,6,3
43957,6,2
43967,5,5
43972,5,5
43977,7,9
43978,12,9
43979,7,9
43980,27,9
43983,5,9
43984,12,9
43985,24,9
43986,8,9
43989,6,10
43990,12,10
43992,7,10
43994,10,10
43995,5,10
43996,5,11
44002,13,11
44003,9,11
44006,5,12
44008,10,12
44013,11,9
44015,11,9
44030,5,11
44038,5,12
44042,5,7
44043,14,7
44046,8,8
44047,9,8
44051,16,8
44056,9,7
44063,10,8
44087,5,2
44102,28,9
44103,5,9
44104,25,9
44105,6,9
44106,16,9
44107,41,9
44108,7,9
44110,6,9
44112,8,9
44113,23,10
44115,21,10
44116,11,10
44117,5,10
44118,19,10
44119,5,10
44121,5,10
44123,8,11
44125,20,11
44126,6,11
44127,17,11
44130,7,12
44131,7,12
44138,12,6
44140,29,6
44142,42,6
44143,36,6
44146,5,6
44147,6,6
44148,6,7
44149,10,7
44150,9,7
44151,5,7
44153,12,7
44158,5,8
44159,12,8
44161,25,8
44162,6,8
44163,40,8
44165,5,8
44167,5,8
44168,10,8
44170,7,6
44171,22,6
44175,6,7
44176,30,7
44177,19,7
44178,8,7
44179,8,7
44183,33,8
44184,6,8
44185,28,8
44186,5,8
44188,10,8
44194,6,3
44211,5,0
44214,6,-1
44215,7,-1
44219,5,2
44232,17,9
44234,6,10
44237,5,11
44239,9,11
44251,5,7
44255,13,8
44264,98,9
44265,9,9
44266,126,9
44268,6,9
44269,45,9
44272,11,9
44273,33,9
44275,60,10
44277,122,10
44278,12,10
44279,7,10
44280,33,10
44281,7,10
44283,7,10
44284,13,10
44286,21,10
44288,42,11
44290,81,11
44291,11,11
44292,8,11
44293,13,11
44296,5,11
44298,8,11
44300,25,12
44302,41,12
44304,6,12
44305,6,12
44306,5,12
44307,5,12
44309,5,12
44311,63,7
44313,76,7
44314,19,7
44315,12,7
44316,31,7
44317,7,7
44319,27,7
44320,53,7
44321,5,7
44322,107,8
44323,8,8
44324,96,8
44325,28,8
44326,17,8
44327,11,8
44329,17,8
44330,11,8
44331,19,8
44333,5,5
44334,31,5
44335,6,5
44337,6,5
44339,55,6
44340,5,6
44341,31,6
44343,27,5
44344,21,5
44346,7,5
44350,5,5
44351,6,6
44352,22,6
44360,14,2
44362,8,3
44363,7,3
44367,7,4
44368,7,0
44370,7,1
44371,5,2
44372,15,2
44377,5,4
44379,8,4
44386,5,4
44394,6,3
44396,7,4
44407,14,2
44408,6,2
44410,6,3
44412,5,3
44416,12,4
44418,10,4
44422,6,2
44425,6,3
44428,6,4
44441,6,3
44445,5,9
44447,6,9
44448,21,9
44454,14,10
44455,7,10
44460,7,11
44469,7,12
44479,9,8
44492,6,2
44521,7,10
44531,21,9
44532,5,9
44533,35,9
44534,10,9
44537,11,9
44538,10,10
44539,6,10
44541,25,10
44543,42,10
44544,8,10
44546,16,10
44549,6,11
44552,21,11
44555,8,11
44558,18,12
44562,5,6
44564,16,6
44572,15,7
44575,20,8
44576,33,8
44577,6,8
44579,10,8
44581,15,6
44582,16,6
44585,9,7
44587,19,7
44588,5,7
44591,28,8
44592,6,8
44593,25,8
44594,6,8
44595,6,8
44615,6,0
44619,10,4
44630,5,5
44659,6,12
44669,32,9
44670,13,9
44671,38,9
44672,19,9
44675,7,9
44679,22,10
44682,9,10
44684,7,11
44685,7,11
44690,11,12
44692,6,12
44699,29,9
44700,6,9
44708,10,10
44715,6,11
44716,5,11
44720,8,12
44728,6,7
44735,7,8
44742,5,6
44745,8,7
44746,9,7
44748,5,8
44751,5,6
44752,18,6
44761,5,8
44763,11,6
44770,11,8
44773,8,7
44777,16,8
44826,5,12
44830,8,9
44831,5,9
44834,5,9
44835,6,9
44836,6,10
44837,8,10
44839,13,10
44840,6,10
44841,5,10
44849,5,11
44853,7,12
44855,5,12
44885,6,9
44889,6,10
44890,14,10
44893,9,11
44894,6,11
44895,6,12
44915,5,5
44923,5,2
44930,7,-1
44935,5,6
44937,8,6
45018,10,1
45021,6,3
45030,5,8
45035,6,8
45057,10,8
45058,7,8
45063,5,11
45065,6,12
45075,12,8
45077,7,8
45086,5,6
45088,5,7
45092,10,8
45118,5,7
45123,7,9
45125,12,10
45142,10,6
45149,5,6
45151,5,6
45162,6,6
45163,12,6
45165,9,7
45166,8,7
45170,10,8
45171,5,8
45191,5,2
45214,5,5
45218,6,-1
45221,13,1
45222,5,2
45224,5,2
45238,5,0
45241,11,0
45248,9,2
45252,6,3
45253,9,3
45254,5,3
45256,12,3
45258,6,3
45260,5,0
45263,5,1
45268,6,3
45269,7,4
45289,6,6
45291,5,7
45308,9,4
45310,6,6
45317,82,9
45319,268,9
45320,67,9
45321,33,10
45323,107,10
45324,15,10
45326,35,11
45328,53,11
45329,11,11
45330,11,12
45331,24,12
45334,9,9
45336,11,10
45341,123,9
45342,9,9
45343,481,9
45344,28,9
45345,30,10
45347,126,10
45349,10,11
45351,44,11
45352,7,11
45354,10,12
45356,23,12
45361,8,7
45362,25,7
45364,7,8
45366,7,8
45368,136,6
45369,14,6
45370,124,6
45371,6,6
45372,76,7
45373,102,7
45374,16,7
45375,73,8
45376,21,8
45377,149,8
45378,10,8
45379,33,6
45380,70,6
45381,7,6
45382,51,7
45384,76,7
45385,26,7
45386,48,8
45387,107,8
45389,17,6
45391,31,6
45393,90,7
45394,5,7
45395,66,7
45397,50,8
45399,54,8
45400,10,8
45402,5,1
45405,6,3
45406,19,4
45410,5,4
45411,5,4
45414,5,3
45434,11,5
45437,9,3
45438,6,4
45441,10,5
45443,6,1
45444,6,2
45445,9,3
45450,18,5
45455,5,3
45457,8,3
45460,7,5
45462,6,1
45463,11,2
45465,17,3
45466,9,4
45468,8,5
45483,7,5
45489,35,9
45490,104,9
45491,8,9
45493,6,10
45495,36,10
45496,10,10
45498,5,11
45499,12,11
45502,8,12
45504,25,7
45505,12,7
45506,45,7
45507,9,7
45508,38,8
45510,100,8
45511,17,8
45513,20,6
45514,13,6
45515,31,6
45516,28,6
45532,85,9
45534,209,9
45535,37,9
45537,39,10
45538,60,10
45539,10,10
45540,12,11
45541,49,11
45542,5,11
45544,28,12
45545,10,12
45547,392,9
45548,19,9
45549,483,9
45550,65,9
45551,111,10
45552,14,10
45553,198,10
45554,50,10
45555,10,10
45556,11,11
45557,11,11
45558,56,11
45561,6,12
45563,28,12
45564,15,12
45565,124,9
45566,6,9
45567,326,9
45568,27,9
45571,45,10
45572,5,10
45573,104,10
45574,8,10
45576,5,10
45578,12,11
45579,65,11
45580,9,11
45582,6,12
45583,33,12
45584,6,12
45586,73,9
45588,82,9
45589,7,9
45591,17,9
45592,29,10
45594,30,10
45595,12,10
45599,9,11
45601,31,11
45602,5,12
45603,21,12
45606,9,6
45607,52,6
45608,49,7
45610,82,7
45611,16,7
45613,66,8
45614,6,8
45615,32,8
45619,10,6
45620,8,7
45621,23,7
45623,27,8
45625,21,8
45629,56,6
45630,70,6
45632,66,7
45634,115,7
45635,6,7
45636,33,8
45637,131,8
45638,23,8
45639,16,6
45640,118,6
45641,13,6
45642,10,6
45643,18,7
45644,58,7
45645,14,7
45648,54,8
45650,56,8
45651,14,8
45653,59,6
45654,13,6
45655,259,6
45656,33,6
45657,160,7
45658,268,7
45659,9,7
45660,140,8
45661,7,8
45662,224,8
45663,17,8
45664,7,6
45665,32,6
45666,5,6
45667,14,7
45668,55,7
45672,31,8
45674,62,8
45675,5,8
45676,6,1
45680,6,6
45681,11,6
45682,5,7
45683,14,8
45684,10,8
45699,6,3
45701,7,4
45703,9,5
45711,5,5
45712,5,0
45714,10,1
45718,9,4
45721,14,0
45729,8,1
45733,10,5
45734,5,0
45735,14,0
45747,5,2
45750,8,1
45763,8,5
45764,6,1
45768,10,5
45769,13,5
45774,11,3
45781,6,3
45784,11,1
45786,26,1
45787,8,2
45788,23,2
45791,11,4
45793,23,5
45809,10,3
45810,5,4
45811,5,5
45824,6,1
45827,16,9
45830,8,10
45832,5,11
45838,8,7
45840,7,8
45841,9,8
45842,5,8
45846,11,1
45850,13,5
45855,9,9
45856,6,9
45857,35,9
45858,9,9
45863,13,10
45864,29,10
45865,5,10
45868,14,11
45873,5,12
45874,7,12
45876,13,9
45882,6,10
45888,41,9
45890,72,9
45891,16,9
45896,32,10
45899,10,11
45900,22,11
45901,14,11
45903,9,12
45907,7,6
45911,5,7
45915,22,8
45916,5,8
45917,10,6
45919,9,7
45921,23,7
45922,10,7
45923,8,8
45924,8,8
45925,7,8
45934,5,6
45937,5,7
45940,6,8
45941,9,8
45946,7,6
45947,6,6
45948,5,7
45949,11,7
45953,5,8
45956,7,6
45959,5,7
45960,9,7
45962,9,8
45963,12,8
45966,6,6
45968,7,7
45970,5,8
45971,21,8
45990,5,2
45994,5,5
45996,6,-1
46016,5,4
46055,7,5
46063,12,5
46064,8,5
46065,11,0
46073,13,5
46084,18,9
46086,39,9
46088,9,10
46089,22,10
46092,5,11
46095,13,12
46100,10,12
46101,5,6
46103,13,6
46104,15,7
46105,8,7
46106,6,7
46108,12,8
46110,29,8
46111,17,8
46115,6,2
46118,12,1
46119,9,1
46120,7,1
46123,12,4
46128,6,0
46130,7,2
46132,13,6
46134,28,6
46138,24,7
46139,10,7
46145,128,9
46146,45,9
46147,160,9
46148,63,9
46149,43,10
46150,11,10
46151,74,10
46152,19,10
46154,43,11
46156,18,11
46159,11,12
46160,19,12
46161,20,12
46162,25,9
46164,158,9
46165,46,9
46166,6,9
46168,34,10
46170,49,10
46171,20,10
46173,8,11
46175,19,11
46178,10,12
46179,7,12
46183,61,6
46185,52,6
46186,26,7
46188,53,7
46190,24,8
46191,6,8
46192,33,8
46194,8,6
46195,55,6
46196,5,6
46197,8,7
46199,40,7
46201,9,8
46202,95,8
46203,5,8
46205,56,6
46206,12,6
46207,11,7
46208,39,7
46209,10,7
46210,7,8
46211,53,8
46212,20,8
46213,19,6
46214,67,6
46215,7,6
46216,18,7
46217,56,7
46218,10,7
46220,10,8
46222,38,8
46223,14,8
46241,9,3
46256,5,1
46276,6,4
46283,7,4
46285,7,5
46287,19,9
46289,28,9
46290,12,9
46291,10,10
46292,33,10
46293,7,10
46294,12,11
46295,31,11
46298,14,12
46299,44,9
46301,94,9
46303,13,10
46304,63,10
46306,17,11
46308,28,11
46312,9,12
46315,24,9
46317,79,9
46318,5,9
46319,15,10
46321,45,10
46322,8,10
46324,18,11
46326,42,11
46328,23,12
46339,7,11
46341,43,9
46342,60,9
46344,40,10
46346,74,10
46348,19,11
46349,43,11
46352,9,12
46353,10,12
46361,17,7
46362,7,7
46364,7,8
46367,5,6
46372,7,8
46374,11,6
46381,16,8
46383,9,6
46384,23,6
46386,8,7
46387,23,7
46388,19,8
46390,28,8
46391,7,7
46392,5,7
46395,11,8
46396,5,6
46399,5,8
46401,6,8
46406,12,7
46409,23,8
46415,8,8
46435,6,5
46437,7,9
46438,16,9
46441,10,10
46444,8,11
46446,10,7
46447,10,7
46448,14,8
46449,6,8
46454,19,4
46461,9,0
46464,9,6
46467,19,9
46469,7,10
46471,15,10
46474,11,11
46477,11,12
46478,7,12
46480,22,9
46482,34,9
46483,6,9
46486,21,10
46488,28,10
46489,10,10
46492,17,11
46493,23,11
46498,26,12
46499,8,12
46501,8,7
46503,10,7
46506,11,8
46508,5,7
46509,8,8
46510,6,8
46515,6,6
46526,8,3
46527,14,5
46534,178,9
46535,9,9
46536,340,9
46537,24,9
46538,68,10
46540,83,10
46541,18,10
46542,20,11
46543,6,11
46544,50,11
46545,21,11
46546,14,12
46548,63,12
46549,8,12
46550,307,9
46551,18,9
46552,507,9
46553,59,9
46557,115,10
46559,203,10
46560,42,10
46561,28,11
46563,129,11
46564,18,11
46565,29,12
46566,40,12
46567,20,12
46568,110,9
46570,283,9
46571,31,9
46574,38,10
46576,88,10
46577,20,10
46578,9,11
46579,45,11
46581,29,12
46582,91,12
46589,21,6
46590,7,6
46594,17,7
46595,6,7
46596,12,8
46597,6,8
46598,25,8
46600,23,6
46601,9,6
46602,45,6
46603,10,6
46604,35,7
46605,5,7
46606,130,7
46607,27,7
46609,59,8
46612,17,6
46613,8,6
46614,27,7
46616,53,7
46617,18,7
46618,10,8
46619,35,8
46620,8,8
46621,27,6
46623,22,6
46625,13,7
46626,27,7
46627,7,7
46629,25,8
46630,15,8
46631,7,8
46633,20,6
46634,64,6
46635,6,6
46636,40,7
46638,92,7
46639,9,7
46640,64,8
46641,114,8
46642,18,8
46643,8,6
46644,84,6
46645,5,6
46646,19,7
46647,6,7
46648,95,7
46649,5,7
46650,54,8
46652,44,8
46654,24,6
46656,27,6
46658,28,7
46660,58,7
46661,12,7
46662,24,8
46664,36,8
46665,7,8
46666,31,6
46668,56,6
46669,5,6
46670,17,7
46671,5,7
46672,40,7
46673,5,7
46675,22,8
46676,105,8
46677,7,8
46678,7,1
46692,5,4
46715,6,3
46717,6,5
46722,6,4
46728,8,5
46733,9,4
46734,6,5
46741,6,4
46764,5,5
46766,6,5
46771,9,5
46778,16,5
46779,61,9
46780,5,9
46781,122,9
46782,56,9
46785,11,10
46787,25,10
46788,9,10
46789,6,11
46791,11,11
46793,5,12
46794,10,12
46800,87,9
46801,13,9
46802,78,9
46803,16,9
46806,27,10
46808,80,10
46809,15,10
46810,7,11
46811,30,11
46812,5,11
46814,6,12
46815,21,12
46816,7,12
46819,17,10
46820,11,6
46822,18,6
46823,9,6
46824,16,7
46826,11,7
46827,5,7
46829,42,8
46830,21,8
46831,7,8
46836,12,7
46837,20,7
46839,14,8
46840,10,8
46841,11,8
46843,7,7
46847,5,8
46850,5,7
46860,6,5
46861,5,5
46868,5,5
46878,6,4
46879,14,4
46881,14,5
46883,5,1
46890,6,4
46891,24,5
46892,21,5
46894,5,0
46896,5,2
46908,6,10
46910,5,12
46916,6,9
46919,7,11
46928,8,8
46929,7,9
46932,20,10
46935,14,11
46938,5,12
46939,7,8
46940,23,8
46941,9,9
46943,6,6
46944,19,6
46946,10,7
46982,7,8
46983,5,8
46986,7,8
46998,7,5
47003,5,6
47030,5,9
47035,15,6
47038,5,7
47039,5,7
47040,6,8
47041,5,8
47054,5,8
47072,6,9
47074,13,9
47075,6,9
47081,14,10
47086,7,11
47091,9,12
47104,10,7
47109,5,8
47110,5,8
47111,5,8
47112,7,8
47113,5,8
47134,5,10
47136,8,10
47139,19,10
47140,18,10
47141,13,10
47148,13,11
47150,20,11
47153,5,12
47155,12,12
47158,5,11
47165,7,9
47171,8,6
47173,17,7
47174,9,7
47176,12,7
47177,12,7
47182,6,8
47183,6,8
47185,31,8
47186,5,8
47188,5,6
47192,6,7
47193,8,7
47195,6,7
47197,7,8
47200,8,8
47207,5,4
47209,5,5
47214,10,1
47216,9,4
47220,5,5
47235,6,4
47241,5,4
47260,5,9
47262,8,9
47263,5,9
47264,20,9
47268,5,10
47269,10,10
47271,5,10
47274,7,10
47275,13,10
47277,8,11
47281,7,11
47289,7,6
47295,7,6
47296,5,6
47301,16,7
47305,9,8
47310,7,8
47327,6,5
47342,15,6
47364,5,2
47366,6,3
47367,21,3
47371,5,4
47372,10,4
47420,8,9
47421,16,9
47422,10,9
47425,11,9
47426,10,10
47427,9,10
47428,5,10
47430,13,10
47434,5,11
47444,19,7
47446,32,7
47447,8,7
47448,45,7
47449,8,7
47450,16,7
47451,5,7
47452,38,7
47455,6,8
47456,54,8
47458,42,8
47459,7,8
47463,6,8
47464,33,8
47465,5,8
47467,5,5
47468,20,5
47472,13,5
47476,8,6
47477,7,6
47479,40,6
47481,17,6
47483,33,6
47485,6,2
47488,6,0
47494,5,3
47507,5,3
47510,10,4
47531,5,9
47536,5,2
47541,7,9
47546,5,11
47548,8,6
47549,6,0
47550,18,0
47557,7,9
47558,8,9
47562,5,9
47586,7,10
47616,5,7
47617,6,7
47627,5,8
47630,7,8
47660,11,1
47668,5,4
47676,8,5
47680,6,6
47684,5,6
47697,5,8
47705,5,9
47706,9,9
47708,33,9
47710,9,10
47713,18,10
47715,6,11
47717,49,11
47720,10,12
47723,9,6
47727,16,7
47731,9,8
47733,9,8
47734,6,8
47739,5,5
47741,8,5
47765,10,9
47769,13,9
47775,12,10
47791,6,7
47795,7,7
47798,7,8
47802,8,8
47810,8,4
47813,5,4
47824,7,9
47845,5,5
47863,6,0
47871,7,9
47878,6,11
47886,6,12
47904,11,3
47906,6,4
47908,5,9
47914,11,7
47916,5,8
47924,5,12
47948,12,9
47949,15,9
47950,21,9
47951,5,9
47955,14,9
47957,11,10
47959,16,10
47960,17,10
47963,6,10
47964,8,10
47965,5,11
47966,6,11
47967,10,11
47971,5,12
47980,13,6
47984,10,7
47985,9,7
47986,6,7
47989,6,7
47990,7,7
47993,5,8
47994,18,8
48000,10,4
48001,43,4
48002,25,4
48006,14,4
48009,5,5
48010,11,5
48014,8,5
48016,25,1
48018,15,1
48020,7,1
48022,5,2
48024,7,2
48028,6,3
48029,36,3
48032,5,3
48035,10,0
48037,6,0
48039,18,0
48051,5,10
48054,7,12
48058,8,6
48060,6,7
48062,16,7
48066,9,8
48086,5,8
48102,10,6
48114,5,0
48118,5,6
48119,8,6
48121,9,7
48123,19,7
48125,5,8
48129,15,9
48131,8,10
48134,9,11
48142,6,5
48143,7,5
48148,5,6
48163,140,10
48164,5,10
48165,166,10
48166,8,10
48167,14,10
48168,35,10
48173,92,11
48174,109,11
48175,11,11
48176,19,11
48177,33,11
48180,28,12
48182,32,12
48183,6,12
48184,7,12
48185,21,12
48189,5,9
48190,137,9
48192,278,9
48193,23,9
48194,57,9
48195,156,9
48196,18,9
48199,6,9
48200,14,6
48202,42,6
48203,12,6
48204,8,6
48205,23,6
48211,27,7
48212,112,7
48213,16,7
48214,17,7
48215,51,7
48218,7,7
48221,15,8
48223,82,8
48225,8,8
48227,45,8
48228,21,8
48232,53,6
48233,9,6
48234,85,6
48235,24,6
48237,15,6
48240,125,7
48241,176,7
48242,10,7
48243,10,7
48244,45,7
48247,13,7
48248,43,8
48250,184,8
48251,31,8
48252,6,8
48253,21,8
48256,5,8
48259,9,3
48260,9,3
48261,25,3
48262,15,4
48263,44,4
48265,10,4
48267,22,5
48268,68,5
48275,14,2
48276,10,2
48277,8,2
48282,6,3
48283,8,3
48286,10,4
48288,8,4
48289,13,4
48291,9,5
48301,6,-1
48305,5,3
48309,5,1
48311,5,2
48318,11,3
48319,8,3
48320,8,3
48334,7,0
48335,5,0
48341,6,4
48346,6,5
48351,6,1
48354,5,3
48357,21,4
48360,6,4
48364,8,5
48373,10,1
48374,59,1
48375,7,1
48383,18,2
48385,5,2
48386,12,3
48387,30,3
48390,6,4
48391,34,4
48397,16,5
48401,15,0
48402,38,0
48403,23,0
48413,5,9
48415,8,9
48416,12,9
48419,7,10
48421,13,10
48424,7,11
48428,6,12
48429,7,12
48430,5,12
48448,278,9
48449,8,9
48450,269,9
48451,28,9
48452,17,9
48453,42,9
48454,6,9
48459,85,10
48460,20,10
48461,160,10
48462,50,10
48464,20,10
48470,78,11
48471,10,11
48472,199,11
48473,36,11
48474,10,11
48475,11,11
48479,29,12
48481,83,12
48482,19,12
48483,6,12
48484,17,12
48487,202,9
48488,25,9
48489,238,9
48490,29,9
48491,5,9
48492,12,9
48493,8,9
48495,97,10
48496,13,10
48497,106,10
48498,8,10
48499,6,10
48501,17,10
48502,6,10
48503,7,10
48504,6,10
48505,59,11
48506,13,11
48507,100,11
48508,12,11
48510,10,11
48511,5,11
48512,7,11
48513,22,12
48514,8,12
48515,86,12
48516,20,12
48518,78,9
48519,5,9
48520,73,9
48521,10,9
48522,8,9
48523,5,9
48524,13,9
48526,11,9
48527,5,9
48529,13,9
48530,20,9
48532,43,10
48533,16,10
48534,44,10
48535,28,10
48536,14,10
48537,26,10
48539,6,10
48541,30,11
48543,54,11
48544,23,11
48545,5,11
48546,10,11
48553,18,12
48554,24,12
48555,6,12
48557,7,12
48561,7,12
48563,10,9
48564,5,9
48566,7,10
48567,13,11
48568,7,11
48569,5,11
48572,25,12
48573,22,12
48574,8,12
48575,67,6
48577,84,6
48578,15,6
48579,6,6
48581,6,6
48583,132,7
48584,6,7
48585,103,7
48586,11,7
48590,9,7
48592,159,8
48593,11,8
48594,187,8
48595,6,8
48596,19,8
48597,13,8
48601,40,6
48603,46,6
48604,5,6
48607,63,7
48608,56,7
48610,7,7
48611,15,7
48614,27,8
48616,49,8
48617,12,8
48618,12,8
48620,5,8
48625,36,6
48626,107,6
48627,21,6
48628,11,6
48629,30,6
48632,88,7
48633,14,7
48634,211,7
